riftbound_id,set_code,set_name,collector_number,printed_number,name,rarity,type,supertype,domain,energy,might,power,keywords,tags,rules_text,flavour_text,artist,image_url,alternate_art,signature,overnumbered,tcgplayer_id,cardmarket_id,riftcodex_id,synced_at
opp-153-221,OPP,Riftbound Organized Play Promotional Cards,153,153/221,Eye of the Herald,Promo,Gear,,Order,1,,,,Equipment,[Equip] :rb_rune_order: (:rb_rune_order:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc3e26e0e4ff94de360f1163c41641daf81c1900-744x1039.png,False,False,False,680443,,69bc5bf4d308c64675ca8a23,2026-06-09T19:38:12.334020+00:00
opp-156-221,OPP,Riftbound Organized Play Promotional Cards,156,156/221,Laurent Duelist,Promo,Unit,,Order,4,3,,,Demacia,[Assault 2] (+2 :rb_might: while I'm an attacker.),,JiHun Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b3410a1d9ee175c4853453798bcd5f09d2e217c-744x1039.png,False,False,False,680437,,69bc5bf4d308c64675ca8a20,2026-06-09T19:38:12.334020+00:00
opp-166b-298,OPP,Riftbound Organized Play Promotional Cards,166,166b/298,Chaos Rune,Promo,Rune,Basic,Chaos,,,,,,,,Greg Ghielmetti & Leah Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/daf23b0deaa5e1a5a5d310b59e9ad25d1bd70363-744x1039.png?accountingTag=RB,False,False,False,662904,,69bc5bf0d308c64675ca89dc,2026-06-09T19:38:12.334020+00:00
opp-167-221,OPP,Riftbound Organized Play Promotional Cards,167,167/221,Unsung Hero,Promo,Unit,,Order,2,2,,,"Elite,Demacia","[Deathknell] — If I was [Mighty], draw 2. (When I die, get the effect. I'm Mighty while I have 5+ :rb_might:.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2a227ef7494af6409000c13c4f3d1094cec3a3a8-744x1039.png,False,False,False,680434,,69bc5bf4d308c64675ca8a1f,2026-06-09T19:38:12.334020+00:00
opp-177-298,OPP,Riftbound Organized Play Promotional Cards,177,177/298,Stealthy Pursuer,Promo,Unit,,Chaos,4,4,1,,Shurima,"When a friendly unit moves from my location, I may be moved with it.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab23fd84badd67e9981512acbe6c3e9a8f97f42d-744x1039.png,False,False,False,662918,,69bc5bf1d308c64675ca89e9,2026-06-09T19:38:12.334020+00:00
opp-181-221,OPP,Riftbound Organized Play Promotional Cards,181,181/221,Rumble - Mechanized Menace (Metal),Promo,Legend,,"Fury,Mind",,,,,Rumble,Your Mechs have [Shield]. (+1 :rb_might: while they're defenders.),,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f311115e4c527ce82010596ce462d4050a9201b2-744x1039.png,False,False,False,684996,,69bff35b58d0fbca04e93743,2026-06-09T19:38:12.334020+00:00
opp-183-298,OPP,Riftbound Organized Play Promotional Cards,183,183/298,Stacked Deck,Promo,Spell,,Chaos,1,,,,,[Action] (Play on your turn or in showdowns.)Look at the top 3 cards of your Main Deck. Put 1 into your hand and recycle the rest.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fdcb22cb620a4c1c37920d6b744edb615647cbd4-744x1039.png,False,False,False,662906,,69bc5bf0d308c64675ca89dd,2026-06-09T19:38:12.334020+00:00
opp-183-221,OPP,Riftbound Organized Play Promotional Cards,183,183/221,Lucian - Purifier (Metal),Promo,Legend,,"Fury,Body",,,,,Lucian,Your Equipment each give [Assault]. (+1 :rb_might: while equipped unit is an attacker.),,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/450cfb71b8890904d48b37a24bbdc78f8d849614-744x1039.png,False,False,False,684990,,69bff35b58d0fbca04e93740,2026-06-09T19:38:12.334020+00:00
opp-185-221,OPP,Riftbound Organized Play Promotional Cards,185,185/221,Draven - Glorious Executioner (Metal),Promo,Legend,,"Fury,Chaos",,,,,Draven,"When you win a combat, draw 1. (You win if only your units remain after combat.)",,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b01b2d0454ceeffdc106c4c64a390b275ebf390b-744x1039.png,False,False,False,684755,,69bff35b58d0fbca04e9373b,2026-06-09T19:38:12.334020+00:00
opp-187-221,OPP,Riftbound Organized Play Promotional Cards,187,187/221,Rek'sai - Void Burrower (Metal),Promo,Legend,,"Fury,Order",,,,,Rek'Sai,"When you conquer, you may exhaust me to reveal the top 2 cards of your Main Deck. You may banish one, then play it. Recycle the rest.",,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2db78549c30d8f9012af797fe075c4dc2355ec5d-744x1039.png,False,False,False,684993,,69bff35b58d0fbca04e93742,2026-06-09T19:38:12.334020+00:00
opp-189-221,OPP,Riftbound Organized Play Promotional Cards,189,189/221,Ornn - Fire Below the Mountain (Metal),Promo,Legend,,"Calm,Mind",,,,,Ornn,:rb_exhaust:: [Reaction] — [Add] :rb_rune_rainbow:. Use only to play gear or use gear abilities. (Abilities that add resources can't be reacted to.),,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ed58d654034d545e54c85d836f3a6552772dd75b-744x1039.png,False,False,False,684992,,69bff35b58d0fbca04e93741,2026-06-09T19:38:12.334020+00:00
opp-193-298,OPP,Riftbound Organized Play Promotional Cards,193,193/298,Miss Fortune - Buccaneer,Promo,Unit,Champion,Chaos,4,4,1,,"Pirate,Miss Fortune,Bilgewater",You may play me to an open battlefield.Friendly units may be played to open battlefields.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e6ff9ad3d6e2b96ff76cda4c7bc75415c1cdcced-744x1039.png,False,False,False,668440,,69bc5bf1d308c64675ca89ee,2026-06-09T19:38:12.334020+00:00
opp-193-221,OPP,Riftbound Organized Play Promotional Cards,193,193/221,Jax - Grandmaster At Arms (Metal),Promo,Legend,,"Calm,Body",,,,,Jax,":rb_energy_1:, :rb_exhaust:: Attach a detached Equipment you control to a unit you control.:rb_exhaust:: Attach an attached Equipment you control to a unit you control.",,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c6ddf49d7249bc8ac194fd9b194bfcb8857a4466-744x1039.png,False,False,False,684988,,69bff35b58d0fbca04e9373f,2026-06-09T19:38:12.334020+00:00
opp-195-221,OPP,Riftbound Organized Play Promotional Cards,195,195/221,Irelia - Blade Dancer (Metal),Promo,Legend,,"Calm,Chaos",,,,,Irelia,"When you choose a friendly unit, you may exhaust me and pay :rb_rune_rainbow: to ready it.When you conquer, you may pay :rb_energy_1: to ready me.",,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/656ef2d1724b818e9e737ec5dcce923de067a316-744x1039.png?accountingTag=RB,False,False,False,684986,,69bff35b58d0fbca04e9373e,2026-06-09T19:38:12.334020+00:00
opp-197-221,OPP,Riftbound Organized Play Promotional Cards,197,197/221,Azir - Emperor of the Sands (Metal),Promo,Legend,,"Calm,Order",,,,,Azir,"Your Sand Soldiers have [Weaponmaster].:rb_energy_1:, :rb_exhaust:: Play a 2 :rb_might: Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.",,蛋费鸡丁,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0472274c49f6540858758ebf9bd2f107a601541a-744x1039.png,False,False,False,684753,,69bff35a58d0fbca04e9373a,2026-06-09T19:38:12.334020+00:00
opp-197b-298,OPP,Riftbound Organized Play Promotional Cards,197,197b/298,Teemo - Scout (GG EZ),Promo,Unit,Champion,Chaos,2,1,,,"Yordle,Teemo,Bandle City","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)When you play me, give me +3 :rb_might: this turn.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ca8a2e11dd78dd09ad1c9ad3a23e5699254b947e-744x1039.png,False,False,False,662898,,69bc5bf0d308c64675ca89d6,2026-06-09T19:38:12.334020+00:00
opp-199-221,OPP,Riftbound Organized Play Promotional Cards,199,199/221,Ezreal - Prodigal Explorer (Metal),Promo,Legend,,"Mind,Chaos",,,,,Ezreal,:rb_exhaust:: [Reaction] — Draw 1. Use only if you've chosen enemy units and/or gear twice this turn with spells or unit abilities.,,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d0e143d9edbc14971b2a7b463b3c25b2b6a0c098-744x1039.png,False,False,False,684756,,69bff35b58d0fbca04e9373c,2026-06-09T19:38:12.334020+00:00
opp-201-221,OPP,Riftbound Organized Play Promotional Cards,201,201/221,Renata Glasc - Chem-Baroness (Metal),Promo,Legend,,"Mind,Order",,,,,Renata Glasc,"When you or an ally hold, you may exhaust me to play a Gold gear token exhausted.While your score is within 3 points of the Victory Score, your Gold [ADD] an additional :rb_energy_1:.",,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4bd289c281ad64229061ff909abf88c12a574833-744x1039.png?accountingTag=RB,False,False,False,682995,,69bc5bf4d308c64675ca8a25,2026-06-09T19:38:12.334020+00:00
opp-202-298,OPP,Riftbound Organized Play Promotional Cards,202,202/298,Jinx - Rebel,Promo,Unit,Champion,Chaos,5,5,1,,"Jinx,Zaun","When you discard one or more cards, ready me and give me +1 :rb_might: this turn.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a7fe105f40df66525be51bd18e25506945a7b027-744x1039.png,False,False,False,662882,,69bc5befd308c64675ca89c8,2026-06-09T19:38:12.334020+00:00
opp-203-221,OPP,Riftbound Organized Play Promotional Cards,203,203/221,Sivir - Battle Mistress (Metal),Promo,Legend,,"Body,Chaos",,,,,Sivir,"When you recycle a rune, you may exhaust me to play a Gold gear token exhausted.When one or more enemy units die, ready me.",,Zhongqi Li,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fd060882c32a8deac04aea4241c6ab7b97236a05-744x1039.png?accountingTag=RB,False,False,False,684997,,69bff35b58d0fbca04e93744,2026-06-09T19:38:12.334020+00:00
opp-205-221,OPP,Riftbound Organized Play Promotional Cards,205,205/221,Fiora - Grand Duelist (Metal),Promo,Legend,,"Body,Order",,,,,Fiora,"When one of your units becomes [Mighty], you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ :rb_might:.)",,Pandart Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/37064aa79c13316b5dd28f0a2b054821a43f6650-744x1039.png,False,False,False,684973,,69bff35b58d0fbca04e9373d,2026-06-09T19:38:12.334020+00:00
opp-210-298,OPP,Riftbound Organized Play Promotional Cards,210,210/298,Daring Poro,Promo,Unit,,Order,2,2,,,Poro,[Assault] (+1 :rb_might: while I'm an attacker.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/41dee7ec46124c261352595cfbd8a6d38d32b947-744x1039.png?accountingTag=RB,False,False,False,662917,,69bc5bf1d308c64675ca89e8,2026-06-09T19:38:12.334020+00:00
opp-214b-298,OPP,Riftbound Organized Play Promotional Cards,214,214b/298,Order Rune,Promo,Rune,Basic,Order,,,,,,,,Greg Ghielmetti & Leah Chen,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35ec6fdd2124324bb7052cba31c8c44f2e98f3ae-744x1039.png,False,False,False,662901,,69bc5bf0d308c64675ca89d9,2026-06-09T19:38:12.334020+00:00
opp-218-298,OPP,Riftbound Organized Play Promotional Cards,218,218/298,Vanguard Captain,Promo,Unit,,Order,3,3,1,,"Elite,Demacia","[Legion] — When you play me, play two 1 :rb_might: Recruit unit tokens here. (Get the effect if you've played another card this turn.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0c9ddb2af7a0d4991938cf1e3058eb0f5d2e357-744x1039.png,False,False,False,662912,,69bc5bf0d308c64675ca89e3,2026-06-09T19:38:12.334020+00:00
opp-229-298,OPP,Riftbound Organized Play Promotional Cards,229,229/298,Vengeance,Promo,Spell,,Order,4,,2,,,Kill a unit.,,Max Grecke,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a21e2ffee47ecdd1575bf48edb8c2a84722cc6b9-744x1039.png,False,False,False,662909,,69bc5bf0d308c64675ca89e0,2026-06-09T19:38:12.334020+00:00
opp-246-298,OPP,Riftbound Organized Play Promotional Cards,246,246/298,Viktor - Leader,Promo,Unit,Champion,Order,4,4,1,,"Viktor,Zaun","When another non-Recruit unit you control dies, play a 1 :rb_might: Recruit unit token into your base.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab390d6d074c3f07abba000cc166faa1796ec464-744x1039.png,False,False,False,662881,,69bc5befd308c64675ca89c7,2026-06-09T19:38:12.334020+00:00
opp-247-298,OPP,Riftbound Organized Play Promotional Cards,247,247/298,Kai'Sa - Daughter of the Void (Metal),Promo,Legend,,"Fury,Mind",,,,,Kai'Sa,:rb_exhaust:: [Reaction] — [Add] :rb_rune_rainbow:. Use only to play spells. (Abilities that add resources can't be reacted to.),,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a576472c7bb00f475882ac814e1d8f9be233b402-744x1040.png?accountingTag=RB,False,False,False,669250,,69bc5bf1d308c64675ca89f1,2026-06-09T19:38:12.334020+00:00
opp-247-298,OPP,Riftbound Organized Play Promotional Cards,247,247/298,Kai'Sa - Daughter of the Void,Promo,Legend,,"Fury,Mind",,,,,Kai'Sa,:rb_exhaust:: [Reaction] — [Add] :rb_rune_rainbow:. Use only to play spells. (Abilities that add resources can't be reacted to.),,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a576472c7bb00f475882ac814e1d8f9be233b402-744x1040.png?accountingTag=RB,False,False,False,662896,,69bc5bf0d308c64675ca89d4,2026-06-09T19:38:12.334020+00:00
opp-249-298,OPP,Riftbound Organized Play Promotional Cards,249,249/298,Volibear - Relentless Storm (Metal),Promo,Legend,,"Fury,Body",,,,,Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ :rb_might:.)",,Grafit Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f1842ef373434db3e8109d8959832f9d184866c3-744x1040.png,False,False,False,669251,,69bc5bf1d308c64675ca89f2,2026-06-09T19:38:12.334020+00:00
opp-249-298,OPP,Riftbound Organized Play Promotional Cards,249,249/298,Volibear - Relentless Storm,Promo,Legend,,"Fury,Body",,,,,Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ :rb_might:.)",,Grafit Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f1842ef373434db3e8109d8959832f9d184866c3-744x1040.png,False,False,False,662897,,69bc5bf0d308c64675ca89d5,2026-06-09T19:38:12.334020+00:00
opp-251-298,OPP,Riftbound Organized Play Promotional Cards,251,251/298,Jinx - Loose Cannon,Promo,Legend,,"Fury,Chaos",,,,,Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",,Sugar Free,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f57c14381b126e9f5a7b5bc4913151cb24c14fc3-744x1039.png,False,False,False,662894,,69bc5bf0d308c64675ca89d2,2026-06-09T19:38:12.334020+00:00
opp-251-298,OPP,Riftbound Organized Play Promotional Cards,251,251/298,Jinx - Loose Cannon (Metal),Promo,Legend,,"Fury,Chaos",,,,,Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",,Sugar Free,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f57c14381b126e9f5a7b5bc4913151cb24c14fc3-744x1039.png,False,False,False,669252,,69bc5bf1d308c64675ca89f3,2026-06-09T19:38:12.334020+00:00
opp-253-298,OPP,Riftbound Organized Play Promotional Cards,253,253/298,Darius - Hand of Noxus (Metal),Promo,Legend,,"Fury,Order",,,,,Darius,":rb_exhaust:: [Reaction], [Legion] — [Add] :rb_energy_1:. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b9a904048b7fb936377844ec2d31564b7fedf81-744x1039.png,False,False,False,669253,,69bc5bf1d308c64675ca89f4,2026-06-09T19:38:12.334020+00:00
opp-253-298,OPP,Riftbound Organized Play Promotional Cards,253,253/298,Darius - Hand of Noxus,Promo,Legend,,"Fury,Order",,,,,Darius,":rb_exhaust:: [Reaction], [Legion] — [Add] :rb_energy_1:. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b9a904048b7fb936377844ec2d31564b7fedf81-744x1039.png,False,False,False,662895,,69bc5bf0d308c64675ca89d3,2026-06-09T19:38:12.334020+00:00
opp-255-298,OPP,Riftbound Organized Play Promotional Cards,255,255/298,Ahri - Nine-Tailed Fox (Metal),Promo,Legend,,"Calm,Mind",,,,,Ahri,"When an enemy unit attacks a battlefield you control, give it -1 :rb_might: this turn, to a minimum of 1 :rb_might:.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbce641f5e4d8cdf2956e8ead5884b6cd3ccd90d-744x1040.png,False,False,False,669254,,69bc5bf1d308c64675ca89f5,2026-06-09T19:38:12.334020+00:00
opp-255-298,OPP,Riftbound Organized Play Promotional Cards,255,255/298,Ahri - Nine-Tailed Fox,Promo,Legend,,"Calm,Mind",,,,,Ahri,"When an enemy unit attacks a battlefield you control, give it -1 :rb_might: this turn, to a minimum of 1 :rb_might:.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbce641f5e4d8cdf2956e8ead5884b6cd3ccd90d-744x1040.png,False,False,False,662891,,69bc5befd308c64675ca89d0,2026-06-09T19:38:12.334020+00:00
opp-257-298,OPP,Riftbound Organized Play Promotional Cards,257,257/298,Lee Sin - Blind Monk (Metal),Promo,Legend,,"Calm,Body",,,,,Lee Sin,":rb_energy_1:, :rb_exhaust:: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 :rb_might: buff.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ffe064e002d3b9a366748eb85102a769b2545835-744x1039.png?accountingTag=RB,False,False,False,669256,,69bc5bf1d308c64675ca89f6,2026-06-09T19:38:12.334020+00:00
opp-257-298,OPP,Riftbound Organized Play Promotional Cards,257,257/298,Lee Sin - Blind Monk,Promo,Legend,,"Calm,Body",,,,,Lee Sin,":rb_energy_1:, :rb_exhaust:: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 :rb_might: buff.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ffe064e002d3b9a366748eb85102a769b2545835-744x1039.png?accountingTag=RB,False,False,False,662892,,69bc5befd308c64675ca89d1,2026-06-09T19:38:12.334020+00:00
opp-259-298,OPP,Riftbound Organized Play Promotional Cards,259,259/298,Yasuo - Unforgiven (Metal),Promo,Legend,,"Calm,Chaos",,,,,Yasuo,":rb_energy_2:, :rb_exhaust:: Move a friendly unit to or from its base.",,TSWCK逍,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/68e4d3230b785738ae9d86f780f7f5607ef11807-744x1040.png,False,False,False,669257,,69bc5bf1d308c64675ca89f7,2026-06-09T19:38:12.334020+00:00
opp-259-298,OPP,Riftbound Organized Play Promotional Cards,259,259/298,Yasuo - Unforgiven,Promo,Legend,,"Calm,Chaos",,,,,Yasuo,":rb_energy_2:, :rb_exhaust:: Move a friendly unit to or from its base.",,TSWCK逍,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/68e4d3230b785738ae9d86f780f7f5607ef11807-744x1040.png,False,False,False,662890,,69bc5befd308c64675ca89cf,2026-06-09T19:38:12.334020+00:00
opp-261-298,OPP,Riftbound Organized Play Promotional Cards,261,261/298,Leona - Radiant Dawn (Metal),Promo,Legend,,"Calm,Order",,,,,Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 :rb_might: buff.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/822b8bc7987a47498550708b18ef166b121fd620-744x1039.png,False,False,False,669258,,69bc5bf2d308c64675ca89f8,2026-06-09T19:38:12.334020+00:00
opp-261-298,OPP,Riftbound Organized Play Promotional Cards,261,261/298,Leona - Radiant Dawn,Promo,Legend,,"Calm,Order",,,,,Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 :rb_might: buff.)",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/822b8bc7987a47498550708b18ef166b121fd620-744x1039.png,False,False,False,662889,,69bc5befd308c64675ca89ce,2026-06-09T19:38:12.334020+00:00
opp-263-298,OPP,Riftbound Organized Play Promotional Cards,263,263/298,Teemo - Swift Scout (Metal),Promo,Legend,,"Mind,Chaos",,,,,Teemo,"You may pay :rb_energy_1: to hide a card with [Hidden] instead of :rb_rune_rainbow:.:rb_energy_1:, :rb_exhaust:: Put a Teemo unit you own into your hand from your Champion Zone or the board.",,Shawn Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9723181e3392bb61c2aabc804a44f7b0558cedf1-744x1039.png,False,False,False,669259,,69bc5bf2d308c64675ca89f9,2026-06-09T19:38:12.334020+00:00
opp-263-298,OPP,Riftbound Organized Play Promotional Cards,263,263/298,Teemo - Swift Scout,Promo,Legend,,"Mind,Chaos",,,,,Teemo,"You may pay :rb_energy_1: to hide a card with [Hidden] instead of :rb_rune_rainbow:.:rb_energy_1:, :rb_exhaust:: Put a Teemo unit you own into your hand from your Champion Zone or the board.",,Shawn Lee,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9723181e3392bb61c2aabc804a44f7b0558cedf1-744x1039.png,False,False,False,662886,,69bc5befd308c64675ca89cb,2026-06-09T19:38:12.334020+00:00
opp-265-298,OPP,Riftbound Organized Play Promotional Cards,265,265/298,Viktor - Herald of the Arcane (Metal),Promo,Legend,,"Mind,Order",,,,,Viktor,":rb_energy_1:, :rb_exhaust:: Play a 1 :rb_might: Recruit unit token.",,Fortiche Production,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/913236dabf1e4f71650bbba46870fff8163e2eff-744x1039.png,False,False,False,669260,,69bc5bf2d308c64675ca89fa,2026-06-09T19:38:12.334020+00:00
opp-265-298,OPP,Riftbound Organized Play Promotional Cards,265,265/298,Viktor - Herald of the Arcane,Promo,Legend,,"Mind,Order",,,,,Viktor,":rb_energy_1:, :rb_exhaust:: Play a 1 :rb_might: Recruit unit token.",,Fortiche Production,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/913236dabf1e4f71650bbba46870fff8163e2eff-744x1039.png,False,False,False,662888,,69bc5befd308c64675ca89cd,2026-06-09T19:38:12.334020+00:00
opp-267-298,OPP,Riftbound Organized Play Promotional Cards,267,267/298,Miss Fortune - Bounty Hunter,Promo,Legend,,"Body,Chaos",,,,,Miss Fortune,:rb_exhaust:: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cc11261fcdbf0851525030bd9e835b718efad3bc-744x1040.png?accountingTag=RB,False,False,False,662887,,69bc5befd308c64675ca89cc,2026-06-09T19:38:12.334020+00:00
opp-267-298,OPP,Riftbound Organized Play Promotional Cards,267,267/298,Miss Fortune - Bounty Hunter (Metal),Promo,Legend,,"Body,Chaos",,,,,Miss Fortune,:rb_exhaust:: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cc11261fcdbf0851525030bd9e835b718efad3bc-744x1040.png?accountingTag=RB,False,False,False,669261,,69bc5bf2d308c64675ca89fb,2026-06-09T19:38:12.334020+00:00
opp-269-298,OPP,Riftbound Organized Play Promotional Cards,269,269/298,Sett - The Boss,Promo,Legend,,"Body,Order",,,,,Sett,"If a buffed unit you control would die, you may pay :rb_rune_rainbow:, exhaust me, and spend its buff to heal it, exhaust it, and recall it instead. (Send it to base. This isn't a move.)When you conquer, ready me.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b132becb843b2cf418cb110ead64758f49f51554-744x1039.png,False,False,False,662885,,69bc5befd308c64675ca89ca,2026-06-09T19:38:12.334020+00:00
opp-269-298,OPP,Riftbound Organized Play Promotional Cards,269,269/298,Sett - The Boss (Metal),Promo,Legend,,"Body,Order",,,,,Sett,"If a buffed unit you control would die, you may pay :rb_rune_rainbow:, exhaust me, and spend its buff to heal it, exhaust it, and recall it instead. (Send it to base. This isn't a move.)When you conquer, ready me.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b132becb843b2cf418cb110ead64758f49f51554-744x1039.png,False,False,False,669263,,69bc5bf2d308c64675ca89fc,2026-06-09T19:38:12.334020+00:00
