riftbound_id,set_code,set_name,collector_number,printed_number,name,rarity,type,supertype,domain,energy,might,power,keywords,tags,rules_text,flavour_text,artist,image_url,alternate_art,signature,overnumbered,tcgplayer_id,cardmarket_id,riftcodex_id,synced_at
sfd-051-221,SFD,Spiritforged,51,051/221,Guardian Angel,Rare,Gear,,Calm,2,,,,Equipment,[Equip] :rb_rune_calm: (:rb_rune_calm:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d09a797345659a1853d6d12910cf3c634990ea0c-744x1039.png,False,False,False,663435,,69bc5bdad308c64675ca8833,2026-06-09T19:37:42.747060+00:00
sfd-052-221,SFD,Spiritforged,52,052/221,Heart of Dark Ice,Rare,Gear,,Calm,3,,1,,,:rb_exhaust:: Give a unit +3 :rb_might: this turn.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/73d8251c3bd8f7cd77010e9628515cd7fa462386-744x1039.png,False,False,False,666847,,69bc5be6d308c64675ca891c,2026-06-09T19:37:42.747060+00:00
sfd-053-221,SFD,Spiritforged,53,053/221,Janna - Savior,Rare,Unit,Champion,Calm,3,3,1,,"Janna,Zaun","[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)When you play me, heal your units here, then move up to one enemy unit from here to its base.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/191f04059bbfd69dfe63d36010586597bb3549b2-744x1039.png,False,False,False,666585,,69bc5be2d308c64675ca88d4,2026-06-09T19:37:42.747060+00:00
sfd-054-221,SFD,Spiritforged,54,054/221,Jax - Unmatched,Rare,Unit,Champion,Calm,5,5,1,,"Jax,Icathia","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.)Your Equipment everywhere have [Quick-Draw]. (Each gains [Reaction]. When you play it, attach it to a unit you control.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3d425589c74dbff818fa09db134fdd8bb7136420-744x1039.png,False,False,False,666402,,69bc5be0d308c64675ca889e,2026-06-09T19:37:42.747060+00:00
sfd-054a-221,SFD,Spiritforged,54,054a/221,Jax - Unmatched (Alternate Art),Showcase,Unit,Champion,Calm,5,5,1,,"Jax,Icathia","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.)Your Equipment everywhere have [Quick-Draw]. (Each gains [Reaction]. When you play it, attach it to a unit you control.)",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1d2eae793e415c5f53d7b11c335b5f0ed08c2086-744x1039.png,True,False,False,666406,,69bc5be0d308c64675ca889f,2026-06-09T19:37:42.747060+00:00
sfd-055-221,SFD,Spiritforged,55,055/221,Needlessly Large Yordle,Rare,Unit,,Calm,10,5,3,,"Yordle,Bandle City",[Shield 5] (+5 :rb_might: while I'm a defender.)[Tank] (I must be assigned combat damage first.)I cost :rb_energy_2::rb_rune_calm: less for each point you scored from holding this turn.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/952dcaf9fd4b5f3e8592d140c11d792175597da1-744x1039.png,False,False,False,666410,,69bc5be0d308c64675ca88a0,2026-06-09T19:37:42.747060+00:00
sfd-056-221,SFD,Spiritforged,56,056/221,Sterak's Gage,Rare,Gear,,Calm,3,,2,,Equipment,"[Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)[Equip] :rb_rune_calm: (:rb_rune_calm:: Attach this to a unit you control.)",,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/df16e6b668fc6771ff657512deba1bf48363e23a-744x1039.png,False,False,False,663434,,69bc5bdad308c64675ca8832,2026-06-09T19:37:42.747060+00:00
sfd-057-221,SFD,Spiritforged,57,057/221,Irelia - Fervent,Epic,Unit,Champion,Calm,5,4,,,"Irelia,Ionia","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.)When you choose or ready me, give me +1 :rb_might: this turn.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fe05fa55781f8036f8bfc9c10bba94326a0c8cc9-744x1039.png,False,False,False,664885,,69bc5bdbd308c64675ca8843,2026-06-09T19:37:42.747060+00:00
sfd-057a-221,SFD,Spiritforged,57,057a/221,Irelia - Fervent (Alternate Art),Showcase,Unit,Champion,Calm,5,4,,,"Irelia,Ionia","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.)When you choose or ready me, give me +1 :rb_might: this turn.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cef4f73541e0623b4024b483d141d0396f1dddcb-744x1039.png,True,False,False,664886,,69bc5bdbd308c64675ca8844,2026-06-09T19:37:42.747060+00:00
sfd-058a-221,SFD,Spiritforged,58,058a/221,Ornn - Blacksmith (Alternate Art),Showcase,Unit,Champion,Calm,5,5,1,,"Ornn,Freljord","When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e0621bba6475425d93191677b2b120c07a8efe20-744x1039.png,True,False,False,666415,,69bc5be0d308c64675ca88a2,2026-06-09T19:37:42.747060+00:00
sfd-058-221,SFD,Spiritforged,58,058/221,Ornn - Blacksmith,Epic,Unit,Champion,Calm,5,5,1,,"Ornn,Freljord","When you play me or when I hold, look at the top 4 cards of your Main Deck. You may reveal a gear from among them and draw it. Then recycle the rest.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/77b48a28f48f26714f4bcf860379945a2d7186aa-744x1039.png,False,False,False,666414,,69bc5be0d308c64675ca88a1,2026-06-09T19:37:42.747060+00:00
sfd-059-221,SFD,Spiritforged,59,059/221,Svellsongur,Epic,Gear,,Calm,3,,1,,Equipment,"[Equip] :rb_energy_1::rb_rune_calm: (:rb_energy_1::rb_rune_calm:: Attach this to a unit you control.)As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bc254398dfb5db217327b56862011a2fd6020789-744x1039.png,False,False,False,663433,,69bc5bdad308c64675ca8831,2026-06-09T19:37:42.747060+00:00
sfd-060-221,SFD,Spiritforged,60,060/221,Tianna Crownguard,Epic,Unit,,Calm,7,4,2,,"Elite,Demacia","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.)While I'm at a battlefield, opponents can't gain points.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2a1876aeedae7310409d0eaaf453507188b0c82b-744x1039.png,False,False,False,666425,,69bc5be0d308c64675ca88a3,2026-06-09T19:37:42.747060+00:00
sfd-061-221,SFD,Spiritforged,61,061/221,Aspiring Engineer,Common,Unit,,Mind,3,3,1,,Piltover,"When you play me, return a gear from your trash to your hand.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5d61995ae384bcee56838beb0eb6d83bf5faefad-744x1039.png?accountingTag=RB,False,False,False,666491,,69bc5be1d308c64675ca88c3,2026-06-09T19:37:42.747060+00:00
sfd-062-221,SFD,Spiritforged,62,062/221,Bubble Bot,Common,Unit,,Mind,3,3,,,"Mech,Yordle,Bandle City","When you play me, ready another friendly Mech.",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c0fe9df24ae4b8a5b4fb8276b1bd6c5a5f5f7b2b-744x1039.png?accountingTag=RB,False,False,False,666429,,69bc5be0d308c64675ca88a4,2026-06-09T19:37:42.747060+00:00
sfd-063-221,SFD,Spiritforged,63,063/221,Chemtech Cask,Common,Gear,,Mind,1,,,,,"When you play a spell on an opponent's turn, you may exhaust me to play a Gold gear token exhausted.",,Six More Vodka & 黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/39071feea6d3739a834a83b1841f496bdfc3a59a-744x1039.png?accountingTag=RB,False,False,False,666430,,69bc5be0d308c64675ca88a5,2026-06-09T19:37:42.747060+00:00
sfd-064-221,SFD,Spiritforged,64,064/221,Cloth Armor,Common,Gear,,Mind,1,,,,Equipment,"[Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)[Equip] :rb_rune_mind: (:rb_rune_mind:: Attach this to a unit you control.)",,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fe02bf01609ff2e6cc6fa8fbd578fd596ab5cb84-744x1039.png?accountingTag=RB,False,False,False,666852,,69bc5be6d308c64675ca8921,2026-06-09T19:37:42.747060+00:00
sfd-065-221,SFD,Spiritforged,65,065/221,Forecaster,Common,Unit,,Mind,2,2,,,"Mech,Yordle,Bandle City","Your Mechs have [Vision]. (When you play us, look at the top card of your Main Deck. You may recycle it.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3f58f0c58503e4f8caecb7ea7f77b478a1e92961-744x1039.png,False,False,False,666853,,69bc5be6d308c64675ca8922,2026-06-09T19:37:42.747060+00:00
sfd-066-221,SFD,Spiritforged,66,066/221,Frigid Touch,Common,Spell,,Mind,2,,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)[Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.)Give a unit -2 :rb_might: this turn.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1caaf42d4cc12ab9acc57dc8c572448f8d8dd34d-744x1039.png,False,False,False,666855,,69bc5be7d308c64675ca8924,2026-06-09T19:37:42.747060+00:00
sfd-067-221,SFD,Spiritforged,67,067/221,Frostcoat Cub,Common,Unit,,Mind,3,3,,,"Dog,Freljord","You may pay :rb_rune_mind: as an additional cost to play me.When you play me, if you paid the additional cost, give a unit -2 :rb_might: this turn.",,Caravan Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0b5f1f6ed65e070d2878b8aa21fd95e43688fc1d-744x1039.png,False,False,False,666363,,69bc5bdfd308c64675ca8896,2026-06-09T19:37:42.747060+00:00
sfd-068-221,SFD,Spiritforged,68,068/221,Gearhead,Common,Unit,,Mind,5,3,,,Zaun,[Accelerate] (You may pay :rb_energy_1::rb_rune_mind: as an additional cost to have me enter ready.)Each Equipment attached to me gives double its base Might bonus.,,Six More Vodka & 黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/355b97bf135b8c60afabca7e4c6ecbf1aa25b4d9-744x1039.png,False,False,False,666856,,69bc5be7d308c64675ca8925,2026-06-09T19:37:42.747060+00:00
sfd-069-221,SFD,Spiritforged,69,069/221,Plundering Poro,Common,Unit,,Mind,2,2,,,"Poro,Pirate,Bilgewater","When I conquer, play a Gold gear token exhausted.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4ff9e6c73f67b505e50ec2f5f513292fe5b20b95-744x1039.png,False,False,False,664934,,69bc5bdcd308c64675ca885c,2026-06-09T19:37:42.747060+00:00
sfd-070-221,SFD,Spiritforged,70,070/221,Wages of Pain,Common,Spell,,Mind,3,,,,,[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)[Action] (Play on your turn or in showdowns.)Deal 3 to a unit at a battlefield. Play a Gold gear token exhausted.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aef5c891bd6f7cbc3a97b1e01688868316599929-744x1039.png,False,False,False,666858,,69bc5be7d308c64675ca8927,2026-06-09T19:37:42.747060+00:00
sfd-071-221,SFD,Spiritforged,71,071/221,Breakneck Mech,Uncommon,Unit,,Mind,8,7,2,,"Mech,Yordle,Bandle City",Your Mechs have [Deflect] and [Ganking]. (Opponents must pay :rb_rune_rainbow: to choose us with a spell or ability. We can move from battlefield to battlefield.)I enter ready if you control another Mech.,,Caravan Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8564fc233cfcb4fc774ac4bc4ee72085d7586163-744x1039.png?accountingTag=RB,False,False,False,666434,,69bc5be0d308c64675ca88a6,2026-06-09T19:37:42.747060+00:00
sfd-072-221,SFD,Spiritforged,72,072/221,Dropboarder,Uncommon,Unit,,Mind,4,4,,,Zaun,"When you play me, if you control two or more gear, ready me.",,Dao Trong Le,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8572e4cb5af60dd548e3b87374ff1b12840d981a-744x1039.png,False,False,False,666860,,69bc5be7d308c64675ca8929,2026-06-09T19:37:42.747060+00:00
sfd-073-221,SFD,Spiritforged,73,073/221,Experimental Hexplate,Uncommon,Gear,,Mind,1,,,,Equipment,[Equip] :rb_rune_mind: (:rb_rune_mind:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/940a5e9796d4ac10a238d9b2612545c04bd9a570-744x1039.png,False,False,False,666437,,69bc5be0d308c64675ca88a7,2026-06-09T19:37:42.747060+00:00
sfd-074-221,SFD,Spiritforged,74,074/221,Pickpocket,Uncommon,Unit,,Mind,3,3,,,Zaun,"When you play me, you may kill a gear with Energy cost no more than :rb_energy_1:. If you do, play a Gold gear token exhausted.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ebf54af997e53079e1a476feb0411d1791b20f7e-744x1039.png,False,False,False,666861,,69bc5be7d308c64675ca892a,2026-06-09T19:37:42.747060+00:00
sfd-075-221,SFD,Spiritforged,75,075/221,Prize of Progress,Uncommon,Unit,,Mind,4,3,1,,"Mech,Piltover","When you use an activated ability of a gear, give me +1 :rb_might: this turn.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c08f0b6ed24415e6a440a17931c7e2a2db3ab2cc-744x1039.png,False,False,False,666440,,69bc5be0d308c64675ca88a8,2026-06-09T19:37:42.747060+00:00
sfd-076-221,SFD,Spiritforged,76,076/221,Production Surge,Uncommon,Spell,,Mind,4,,1,,,This costs :rb_energy_2: less if you control a Mech.Play a 3 :rb_might: Mech unit token to your base.Draw 1.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/78783854dd9372138e599affbe96a269d8908c29-744x1039.png,False,False,False,666505,,69bc5be2d308c64675ca88cd,2026-06-09T19:37:42.747060+00:00
sfd-077-221,SFD,Spiritforged,77,077/221,Rocket Barrage,Uncommon,Spell,,Mind,4,,1,,,"[Repeat] :rb_energy_4::rb_rune_mind: (You may pay the additional cost to repeat this spell's effect, and may make different choices.)Choose one —Deal 4 to a unit in a base.Kill a gear.",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0378f9adf9df08fed264fdd217ce0e94c3f611cb-744x1039.png,False,False,False,666506,,69bc5be2d308c64675ca88ce,2026-06-09T19:37:42.747060+00:00
sfd-078-221,SFD,Spiritforged,78,078/221,Temporal Portal,Uncommon,Gear,,Mind,3,,,,,":rb_rune_rainbow:, :rb_exhaust:: Give the next spell you play this turn [Repeat] equal to its cost. (You may pay the additional cost to repeat the spell's effect.)",,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a6b8167486d552cc41d10cb9321bae4cef338fa7-744x1039.png,False,False,False,666863,,69bc5be7d308c64675ca892c,2026-06-09T19:37:42.747060+00:00
sfd-079-221,SFD,Spiritforged,79,079/221,Bard - Mercurial,Rare,Unit,Champion,Mind,4,4,1,,Bard,"You may exhaust your legend as an additional cost to play me.When you play me, if you paid the additional cost, move any number of your units to an open battlefield.",,Caravan Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/edfefb81b8821f548a234d8e6d54fd072d7dc22c-744x1039.png?accountingTag=RB,False,False,False,666442,,69bc5be0d308c64675ca88a9,2026-06-09T19:37:42.747060+00:00
sfd-080-221,SFD,Spiritforged,80,080/221,Bellows Breath,Rare,Spell,,Mind,1,,1,,,[Action] (Play on your turn or in showdowns.)[Repeat] :rb_energy_1::rb_rune_mind: (You may pay the additional cost to repeat this spell's effect.)Deal 1 to up to three units at the same location.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0ae1c4bb788f6fadc251c9d9b36f3f92eef4c56-744x1039.png?accountingTag=RB,False,False,False,665009,,69bc5bddd308c64675ca8871,2026-06-09T19:37:42.747060+00:00
sfd-081-221,SFD,Spiritforged,81,081/221,Card Sharp,Rare,Unit,,Mind,3,3,,,Bilgewater,"When you play me, you and each opponent may play a Gold gear token exhausted. For each opponent who did, you play a Gold gear token exhausted.",,Grafit Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8bfd5dc22473d439cd78d5a3cb23ed03de66953d-744x1039.png?accountingTag=RB,False,False,False,666587,,69bc5be2d308c64675ca88d6,2026-06-09T19:37:42.747060+00:00
sfd-082a-221,SFD,Spiritforged,82,082a/221,Ezreal - Dashing (Alternate Art),Showcase,Unit,Champion,Mind,4,3,1,,"Ezreal,Piltover","When I attack or defend, deal damage equal to my Might to an enemy unit here.I don't deal combat damage.:rb_rune_mind:: [Action] — Move me to your base.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/83da64e39d838d2fee68c319c03fbff0d4c7035f-744x1039.png,True,False,False,666446,,69bc5be0d308c64675ca88aa,2026-06-09T19:37:42.747060+00:00
sfd-082-221,SFD,Spiritforged,82,082/221,Ezreal - Dashing,Rare,Unit,Champion,Mind,4,3,1,,"Ezreal,Piltover","When I attack or defend, deal damage equal to my Might to an enemy unit here.I don't deal combat damage.:rb_rune_mind:: [Action] — Move me to your base.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e040f7b7ca16009a2558674a911b8cc93122ba3-744x1039.png,False,False,False,665487,,69bc5bdfd308c64675ca888f,2026-06-09T19:37:42.747060+00:00
sfd-083-221,SFD,Spiritforged,83,083/221,Hextech Anomaly,Rare,Gear,,Mind,3,,1,,,:rb_exhaust:: [Reaction] — Pay any amount of :rb_rune_rainbow: to [Add] that much Energy. (Abilities that add resources can't be reacted to.),,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/32a46943778755e2b6210e5adb4507780f08e2c8-744x1039.png,False,False,False,666588,,69bc5be3d308c64675ca88d7,2026-06-09T19:37:42.747060+00:00
sfd-084-221,SFD,Spiritforged,84,084/221,Jayce - Man of Progress,Rare,Unit,Champion,Mind,4,4,,,"Jayce,Piltover","When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than :rb_energy_7: from hand this turn, ignoring its Energy cost. (You must still pay its Power cost.)",,TUTU,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b508fa4e52ebbd5f66e1fc7df28cfb70acdfe1f5-744x1039.png,False,False,False,666454,,69bc5be0d308c64675ca88ab,2026-06-09T19:37:42.747060+00:00
sfd-085a-221,SFD,Spiritforged,85,085a/221,Ornn - Forge God (Alternate Art),Showcase,Unit,Champion,Mind,6,4,,,"Ornn,Freljord","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or ability.)[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.)I have +1 :rb_might: for each friendly gear.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/22af72b06cb92d4a0078dddfb87cc9c21c92231d-744x1039.png,True,False,False,666461,,69bc5be0d308c64675ca88ad,2026-06-09T19:37:42.747060+00:00
sfd-085-221,SFD,Spiritforged,85,085/221,Ornn - Forge God,Rare,Unit,Champion,Mind,6,4,,,"Ornn,Freljord","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or ability.)[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.)I have +1 :rb_might: for each friendly gear.",,Will Gist,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f33c4ea9010ea5f440d4470554845c0ecae2c893-744x1039.png,False,False,False,666459,,69bc5be0d308c64675ca88ac,2026-06-09T19:37:42.747060+00:00
sfd-086-221,SFD,Spiritforged,86,086/221,World Atlas,Rare,Gear,,Mind,3,,,,Equipment,[Equip] :rb_rune_mind: (:rb_rune_mind:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b8d96e128c19c5ff368119a60759cffa644e942-744x1039.png,False,False,False,664963,,69bc5bddd308c64675ca886c,2026-06-09T19:37:42.747060+00:00
sfd-087-221,SFD,Spiritforged,87,087/221,Premonition,Epic,Spell,,Mind,2,,3,,,"[Reaction] (Play any time, even before spells and abilities resolve.)Draw 3.",,Polar Engine Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/20ad2f42bcf9a0402e2a0d5a21d55eacee9ecf35-744x1039.png,False,False,False,665014,,69bc5bddd308c64675ca8875,2026-06-09T19:37:42.747060+00:00
sfd-088a-221,SFD,Spiritforged,88,088a/221,Renata Glasc - Mastermind (Alternate Art),Showcase,Unit,Champion,Mind,5,4,,,"Renata Glasc,Zaun",":rb_energy_1::rb_rune_mind:: Draw 1.:rb_energy_4::rb_rune_mind::rb_rune_mind::rb_rune_mind::rb_rune_mind:, :rb_exhaust:: Score 1 point.Use my abilities only while I'm at a battlefield.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2b269d8ec274f3869ba42982f5710b160c4c43f-744x1039.png,True,False,False,666867,,69bc5be7d308c64675ca8930,2026-06-09T19:37:42.747060+00:00
sfd-088-221,SFD,Spiritforged,88,088/221,Renata Glasc - Mastermind,Epic,Unit,Champion,Mind,5,4,,,"Renata Glasc,Zaun",":rb_energy_1::rb_rune_mind:: Draw 1.:rb_energy_4::rb_rune_mind::rb_rune_mind::rb_rune_mind::rb_rune_mind:, :rb_exhaust:: Score 1 point.Use my abilities only while I'm at a battlefield.",,League of Legends,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/be8f7e08562c076e8947aafc3ecd202051d17c02-744x1039.png,False,False,False,666866,,69bc5be7d308c64675ca892f,2026-06-09T19:37:42.747060+00:00
sfd-089-221,SFD,Spiritforged,89,089/221,Rumble - Scrapper,Epic,Unit,Champion,Mind,5,4,1,,"Mech,Yordle,Rumble,Bandle City","Your Mechs have +1 :rb_might: (including me).When I hold, play a 3 :rb_might: Mech unit token to your base.",,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6528aa0656cac59ff7299bc8bdac371238038080-744x1039.png,False,False,False,666589,,69bc5be3d308c64675ca88d8,2026-06-09T19:37:42.747060+00:00
sfd-089a-221,SFD,Spiritforged,89,089a/221,Rumble - Scrapper (Alternate Art),Showcase,Unit,Champion,Mind,5,4,1,,"Mech,Yordle,Rumble,Bandle City","Your Mechs have +1 :rb_might: (including me).When I hold, play a 3 :rb_might: Mech unit token to your base.",,League Splash Team,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1acbb906fba20f4e5d60f7a82566ca9a19e1a6ea-744x1039.png,True,False,False,666590,,69bc5be3d308c64675ca88d9,2026-06-09T19:37:42.747060+00:00
sfd-090-221,SFD,Spiritforged,90,090/221,The Zero Drive,Epic,Gear,,Mind,3,,,,Equipment,"[Equip] :rb_energy_1::rb_rune_mind: (:rb_energy_1::rb_rune_mind:: Attach this to a unit you control.):rb_energy_3::rb_rune_mind:, Banish this: Play all units banished with this, ignoring their costs. (Use only if unattached.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cc80cbfa1a64ad22dc5f7df870e9206f6938f7f5-744x1039.png,False,False,False,666592,,69bc5be3d308c64675ca88da,2026-06-09T19:37:42.747060+00:00
sfd-091-221,SFD,Spiritforged,91,091/221,Buhru Captain,Common,Unit,,Body,3,3,1,,Bilgewater,"When you play me, you may draw 1 or buff me. (To buff a unit, give it a +1 :rb_might: buff if it doesn't already have one.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9f5186bd42c23f75ea84186aa2cb945cc02a222e-744x1039.png?accountingTag=RB,False,False,False,664953,,69bc5bddd308c64675ca8869,2026-06-09T19:37:42.747060+00:00
sfd-092-221,SFD,Spiritforged,92,092/221,Combat Chef,Common,Unit,,Body,5,5,,,Demacia,"[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.)",,Envar Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dffa05408c0b53f62dfbb9452986342ff2d4352d-744x1039.png?accountingTag=RB,False,False,False,666868,,69bc5be7d308c64675ca8931,2026-06-09T19:37:42.747060+00:00
sfd-093-221,SFD,Spiritforged,93,093/221,Dauntless Vanguard,Common,Unit,,Body,4,4,1,,"Elite,Demacia",You may play me to an occupied enemy battlefield.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb19a57b58370952cb37fff27375826d5c274129-744x1039.png?accountingTag=RB,False,False,False,664952,,69bc5bddd308c64675ca8868,2026-06-09T19:37:42.747060+00:00
sfd-094-221,SFD,Spiritforged,94,094/221,Direwing,Common,Unit,,Body,7,7,,,"Dragon,Demacia",I enter ready if you control another Dragon.,,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/52edf5b0f045d7c65360a8eb3c21f0954750cd1a-744x1039.png,False,False,False,666880,,69bc5be8d308c64675ca893d,2026-06-09T19:37:42.747060+00:00
sfd-095-221,SFD,Spiritforged,95,095/221,Doran's Blade,Common,Gear,,Body,2,,,,Equipment,[Equip] :rb_rune_body: (:rb_rune_body:: Attach this to a unit you control.),,黯荧岛Dark Glow,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/53fc0c307c83871c9755a496764ef7d6aa11f510-744x1039.png,False,False,False,664887,,69bc5bdbd308c64675ca8845,2026-06-09T19:37:42.747060+00:00
sfd-096-221,SFD,Spiritforged,96,096/221,Laurent Bladekeeper,Common,Unit,,Body,3,3,,,Demacia,Ganking (I can move from battlefield to battlefield.),,Six More Vodka,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d9dac8bbc898bfead8338ef387f2d144302e278f-744x1039.png,False,False,False,666881,,69bc5be8d308c64675ca893e,2026-06-09T19:37:42.747060+00:00
sfd-097-221,SFD,Spiritforged,97,097/221,Punch First,Common,Spell,,Body,1,,2,,,[Action] (Play on your turn or in showdowns.)Give a unit +5 :rb_might: this turn.,,Kudos Productions,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d124efad90ff61d4ac29ee69fe71e48a7cd6ece2-744x1039.png,False,False,False,666504,,69bc5be2d308c64675ca88cc,2026-06-09T19:37:42.747060+00:00
sfd-098-221,SFD,Spiritforged,98,098/221,Sea Monkey,Common,Unit,,Body,2,2,,,"Pirate,Bilgewater","You may pay :rb_energy_1: as an additional cost to play me.When you play me, if you paid the additional cost, buff me. (Give me a +1 :rb_might: buff if I don't already have one.)",,Bubble Cat Studio,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0ef7f1de2bc7845f5e3dace1634c6c58a8765452-744x1039.png,False,False,False,666882,,69bc5be8d308c64675ca893f,2026-06-09T19:37:42.747060+00:00
